event_code,event_name,event_title
KQQY,Quarterly results,GIL - Financial Statement Quarter 2/2018 (holding company)
DIV,Cash Dividend,"GIL - Pays Interim 1, 2017 cash dividend at VND1000/share"
KQQY,Quarterly results,GIL - Financial Statement Quarter 1/2018 (holding company)
KQCT,Final Annual Results,GIL - Audited Financial Statement FY 2017 (holding company)
AGME,Annual General Meeting,GIL-Holds 2018 AGM
KQQY,Quarterly results,GIL - Financial Statement Quarter 4/2017 (holding company)
BOME,BOD Meeting,"GIL-BoD's resolution dated February 02, 2018"
KQQY,Quarterly results,GIL - Financial Statement Quarter 3/2017 (holding company)
BOME,BOD Meeting,"GIL-BoD's resolution dated October 28, 2017"
TS,Treasury Stocks,"GIL-Successfully repurchased 1,340 shares as treasury shares from October 11, 2017 to October 13, 2017"
TS,Treasury Stocks,"GIL-Registers to repurchase 1,340 shares as treasury shares from October 11, 2017 to November 09, 2017"
BOME,BOD Meeting,"GIL-BoD's resolution dated September 11, 2017"
KQQY,Quarterly results,GIL - Audited Financial Statement Quarter 2/2017 (holding company)
BOME,BOD Meeting,"GIL-BoD's resolution dated July 28, 2017"
KQQY,Quarterly results,GIL - Financial Statement Quarter 2/2017 (holding company)
BOME,BOD Meeting,"GIL-BoD's resolution dated July 10, 2017"
BOME,BOD Meeting,"GIL-BoD's resolution dated June 17, 2017 "
TS,Treasury Stocks,"GIL-Successfully repurchased 2,670 shares as treasury shares on June 16, 2017"
DIV,Cash Dividend,GIL-Pays 2016 cash dividend
BOME,BOD Meeting,"GIL-BoD's resolution dated May 30, 2017"
AGMR,AGM Resolution,GIL-2017 AGM's resolution
BOME,BOD Meeting,"GIL-BoD's resolution dated May 10, 2017"
BOME,BOD Meeting,"GIL-BoD's resolution dated May 8, 2017"
BCHA,Key Personnel Change,"GIL-Key personnel changes from April 22, 2017"
KQQY,Quarterly results,GIL - Financial Statement Quarter 1/2017 (holding company)
BOME,BOD Meeting,"GIL-BoD's resolution dated April 29, 2017"
AGME,Annual General Meeting,GIL-Holds 2017 AGM
BOME,BOD Meeting,"GIL-BoD's resolution dated March 14, 2017"
BOME,BOD Meeting,"GIL-BoD's resolution dated January 21, 2017"
BOME,BOD Meeting,"GIL-BoD's resolution dated October 26, 2016"
TS,Treasury Stocks,"GIL-Successfully repurchased 2,670 shares from September 26, 2016 to October 5, 2016"
TS,Treasury Stocks,"GIL-Registers to buy 2,670 shares from September 26, 2016 to Octocber 18, 2016"
BOME,BOD Meeting,"GIL-BoD's resolution dated August 26, 2016"
TS,Treasury Stocks,"GIL-Already repurchased 2,000 shares "
TS,Treasury Stocks,"GIL-Registers to repurchase 2,000 shares"
BOME,BOD Meeting,"GIL-BoD's resolution dated June 23, 2016"
BOME,BOD Meeting,"GIL-BoD's resolution dated June 13, 2016"
DIV,Cash Dividend,"GIL-Pays 2015 cash dividend at VND2,500/share"
BOME,BOD Meeting,"GIL-BoD's resolution dated June 3, 2016"
BOME,BOD Meeting,"GIL-BoD's resolution dated April 22, 2016"
AGMR,AGM Resolution,GIL- 2016 AGM's resolution
TS,Treasury Stocks,"GIL-Already repurchased 10,000 shares"
BOME,BOD Meeting,GIL-BoD's resolution buying back shares from employee who stops working for the company
TS,Treasury Stocks,"GIL-Registers to buy back 10,000 shares from employee who stops working for the company "
AGME,Annual General Meeting,GIL-Holds 2016 AGM
BOME,BOD Meeting,GIL-BoD's resolution on holding 2016 AGM
KQQY,Quarterly results,GIL-Q4/2015 consolidated financial statements
KQQY,Quarterly results,GIL-Q4/2015 financial statements (Holding company)
TS,Treasury Stocks,"GIL-Already repurchased 8,000 shares"
DDIND,Director Deal: Individual transactions,"GIL- Ms. Ha Thi Phuong Thao became a major shareholder after buying 30,000 shares"
TS,Treasury Stocks,
TS,Treasury Stocks,
BOME,BOD Meeting,
TS,Treasury Stocks,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
TS,Treasury Stocks,
BOME,BOD Meeting,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
AGMR,AGM Resolution,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
TS,Treasury Stocks,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
TS,Treasury Stocks,
TS,Treasury Stocks,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
AIS,Additional Listing,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
TS,Treasury Stocks,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BOME,BOD Meeting,
TS,Treasury Stocks,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
BCHA,Key Personnel Change,
TS,Treasury Stocks,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
AIS,Additional Listing,
BOME,BOD Meeting,
KQCT,Final Annual Results,
AGME,Annual General Meeting,GLC - Holds 2023 AGM
AGME,Annual General Meeting,GLC - Holds 2022 AGM
AGME,Annual General Meeting,GLC - Holds 2021 AGM
AGME,Annual General Meeting,GLC - Holds 2020 AGM
SUSP,Listing Suspension,GLC -  Suspending stock listing on UPCOM for 3 days
AGME,Annual General Meeting,GLC - Holds 2019 AGM
NLIS,New listing,GLC - Officially registers shares on UPCOM
EGME,Extraordinary General Meeting,GLW - Holds 2023 extra-ordinary shareholders meeting
DIV,Cash Dividend,GLW - Pay cash dividend 2022 - Year at VND 500/share
AGME,Annual General Meeting,GLW - Holds 2023 AGM
AGME,Annual General Meeting,GLW - Holds 2022 AGM
DIV,Cash Dividend,"GLW - Pays Year, 2020 cash dividend at VND300/share"
AGME,Annual General Meeting,GLW - Holds 2020 AGM
AGME,Annual General Meeting,GLW - Holds 2019 AGM
AGME,Annual General Meeting,GLW-Holds 2018 AGM
BOME,BOD Meeting,"GLW-BoD's resolution dated January 05, 2018"
NLIS,New listing,GLW-Officially starts trading on UPCoM
AGME,Annual General Meeting,GMA - Holds 2023 AGM
AIS,Additional Listing,"GMA- Lists additional 12,800,000 shares"
AMEN,Name Change,GMA - Change company's name
OTHE,Other events,GMA - Change Address
AIS,Additional Listing,"GMA- Lists additional 1,199,999 shares"
ISS,Share Issue,GMA - Issues dividend shares at 20%
AGME,Annual General Meeting,GMA - Holds 2022 AGM
NLIS,New listing,GMA- Officially lists shares on HNX
DIV,Cash Dividend,GMH - Pay cash dividend 2022 - Interim 2 at VND 500/share
AGME,Annual General Meeting,GMH - Holds 2023 AGM
DIV,Cash Dividend,GMH - Pay cash dividend 2022 - Interim 1 at VND 1000/share
DIV,Cash Dividend,GMH - Pay cash dividend 2021 - Interim 2 at VND 600/share
DIV,Cash Dividend,"GMH - Pays Interim 1, 2021 cash dividend at VND1000/share"
AGME,Annual General Meeting,GMH - Holds 2022 AGM
NLIS,New listing,GMH - Officially lists shares on HOSE
DIV,Cash Dividend,GMX - Pay cash dividend 2023 - Interim 1 at VND 800/share
DIV,Cash Dividend,GMX - Pay cash dividend 2022 - Interim 2 at VND 1000/share
AGME,Annual General Meeting,GMX - Holds 2023 AGM
DIV,Cash Dividend,GMX - Pay cash dividend 2022 - Interim 1 at VND 1000/share
DIV,Cash Dividend,GMX - Pay cash dividend 2021 - Interim 2 at VND 850/share
AGME,Annual General Meeting,GMX - Holds 2022 AGM
DIV,Cash Dividend,"GMX - Pays Interim 1, 2021 cash dividend at VND600/share"
AIS,Additional Listing,"GMX - Lists additional 3,720,003 shares"
ISS,Share Issue,GMX - Issues bonus shares at 100:50
AGME,Annual General Meeting,GMX - Holds 2021 AGM
DIV,Cash Dividend,"GMX - Pays Interim 1, 2020 cash dividend at VND1000/share"
DIV,Cash Dividend,"GMX- Pays Interim 2, 2019 cash dividend at VND1000 /Share"
AGME,Annual General Meeting,GMX - Holds 2020 AGM
DIV,Cash Dividend,"GMX - Pays Interim 1, 2019 cash dividend at VND1500/share"
DIV,Cash Dividend,"GMX - Pays Interim 2, 2018 cash dividend at VND1000/share"
AGME,Annual General Meeting,GMX - Holds 2019 AGM
DIV,Cash Dividend,"GMX - Pays Interim 1, 2018 cash dividend at VND1500/share"
DIV,Cash Dividend,"GMX - Pays Interim 2, 2017 cash dividend at VND1000/share"
AGME,Annual General Meeting,GMX-Holds 2018 AGM
KQQY,Quarterly results,GMX-Q4/2017 financial statements
BOME,BOD Meeting,"GMX-BoD's resolution dated January 19, 2018"
BCHA,Key Personnel Change,"GMX-Appoints Ms. Pham Thi Huong Duyen as Person in charge of corporate governance from January 08, 2018"
BOME,BOD Meeting,"GMX-BoD's resolution dated January 08, 2018"
DIV,Cash Dividend,"GMX - Pays Interim 1, 2017 cash dividend at VND1500/share"
BOME,BOD Meeting,"GMX-BoD's resolution dated October 20, 2017"
KQQY,Quarterly results,GMX-Interim 2017 reviewed financial statements
KQQY,Quarterly results,GMX-Q2/2017 financial statements
BOME,BOD Meeting,"GMX-BoD's resolution dated July 19, 2017"
BOME,BOD Meeting,"GMX-BoD's resolution dated June 12, 2017 "
DIV,Cash Dividend,GMX-Pays 2nd 2016 cash dividend at the rate of 10%
BOME,BOD Meeting,"GMX-BoD's resolution dated May 16, 2017"
AGMR,AGM Resolution,GMX- 2017 AGM's resolution
KQQY,Quarterly results,GMX- Q1/2017 financial statements
BOME,BOD Meeting,"GMX-BoD's resolution dated April 10, 2017"
KQCT,Final Annual Results,GMX- 2016 audited financial statements
AGME,Annual General Meeting,GMX-Holds 2017 AGM
BOME,BOD Meeting,"GMX-BoD's resolution dated March 17, 2017"
KQQY,Quarterly results,GMX-Q4/2016 financial statements
BCHA,Key Personnel Change,GMX-Appoints Mr. Nguyen Van Hieu as Deputy CEO 
BCHA,Key Personnel Change,"GMX-BoD's resolution dated January 1, 2017"
BOME,BOD Meeting,"GMX-BoD's resolution dated December 23, 2016"
DIV,Cash Dividend,"GMX-Pays 1st 2016 cash dividend at VND1,500/share"
KQQY,Quarterly results,GMX- Q3/2016 financial statements
BCHA,Key Personnel Change,GMX-Appoints Mr. Nguyen Van Hieu as Deputy CEO in replacement for Mr. Du Quoc Trung 
BOME,BOD Meeting,"GMX-BoD's resolution dated October 19, 2016"
KQQY,Quarterly results,GMX- H1/2016 financial statements
KQQY,Quarterly results,GMX-Q2/2016 financial statements
DIV,Cash Dividend,GMX-Pays 3rd 2015 cash dividend at VND500/share
BOME,BOD Meeting,"GMX-BoD's resolution dated May 20, 2016"
BOME,BOD Meeting,"GMX-BoD's resolution dated April 21, 2016"
AGMR,AGM Resolution,GMX- 2016 AGM's resolution
KQQY,Quarterly results,GMX-Q1/2016 financial statements
KQCT,Final Annual Results,GMX-2015 financial statements
AGME,Annual General Meeting,GMX-Holds 2016 AGM
DIV,Cash Dividend,GMX-Pays 2nd 2015 cash dividend at VND500/share
BOME,BOD Meeting,GMX-Amended BoD's resolution on paying 2nd 2015 dividend at 5%
DDALL,Director Deal,"GMX-Mr. Du Quoc Trung, vice chairman/deputy CEO, sold 50,000 shares "
BOME,BOD Meeting,"GMX-BoD's resolution dated March 14, 2016"
BOME,BOD Meeting,"GMX-BoD's resolution dated January 27, 2016"
DDALL,Director Deal,"GMX-Mr. Du Quoc Trung, Vice chairman/Deputy CEO, registers to sell 50,000 shares"
KQQY,Quarterly results,GMX- Q4/2015 financial statements
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQQY,Quarterly results,
KQCT,Final Annual Results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQQY,Quarterly results,
NLIS,New listing,
KQQY,Quarterly results,
DIV,Cash Dividend,GND - Pay cash dividend 2023 - Interim 1 at VND 1000/share
DIV,Cash Dividend,GND - Pay cash dividend 2022 - Interim 2 at VND 1000/share
AGME,Annual General Meeting,GND - Holds 2023 AGM
DIV,Cash Dividend,GND - Pay cash dividend 2022 - Interim 1 at VND 1000/share
DIV,Cash Dividend,GND - Pay cash dividend 2021 - Interim 2 at VND 1000/share
AGME,Annual General Meeting,GND - Holds 2022 AGM
DIV,Cash Dividend,"GND - Pays Interim 1, 2021 cash dividend at VND1000/share"
DIV,Cash Dividend,"GND - Pays Interim 2, 2020 cash dividend at VND1500/share"
AGME,Annual General Meeting,GND - Holds 2021 AGM
DIV,Cash Dividend,"GND - Pays Interim 1, 2020 cash dividend at VND1000/share"
TS,Treasury Stocks,GND - Sell treasury shares
TS,Treasury Stocks,GND -  Registration Sell treasury shares
DIV,Cash Dividend,"GND - Pays Interim 2, 2019 cash dividend at VND1200/share"
TS,Treasury Stocks,GND - Buy treasury shares
AGME,Annual General Meeting,GND - Holds 2020 AGM
DIV,Cash Dividend,"GND - Pays Interim 1, 2019 cash dividend at VND800/share"
AGME,Annual General Meeting,GND - Holds 2019 AGM
DIV,Cash Dividend,"GND - Pays Interim 1, 2018 cash dividend at VND700/share"
EGME,Extraordinary General Meeting,GND - Holds 2018 extra-ordinary shareholders' meeting
DIV,Cash Dividend,"GND - Pays Interim 2, 2017 cash dividend at VND900/share"
AGME,Annual General Meeting,GND-Holds 2018 AGM
DIV,Cash Dividend,"GND-Pays Interim 1, 2017 cash dividend at VND700/share"
BOME,BOD Meeting,"GND-BoD's resolution dated October 21, 2017"
BOME,BOD Meeting,"GND-BoD's resolution dated September 27, 2017"
AIS,Additional Listing,"GND-Registers 3,000,000 additional shares"
AGMR,AGM Resolution,GND-2017 AGM's resolution
DIV,Cash Dividend,"GND - Pays Interim 2, 2016 cash dividend at VND700/share"
KQCT,Final Annual Results,GND- 2016 consolidated financial statements
AGME,Annual General Meeting,GND-Holds 2017 AGM
NLIS,New listing,GND-Officially starts trading on UPCoM
AGME,Annual General Meeting,GPC - Holds 2023 AGM
NLIS,New listing,GPC - Officially registers on Upcom Stock Exchange
DIV,Cash Dividend,GSM - Pay cash dividend 2022 - Year at VND 1000/share
AGME,Annual General Meeting,GSM - Holds 2023 AGM
DIV,Cash Dividend,GSM - Pay cash dividend 2021 - Year at VND 350/share
AGME,Annual General Meeting,GSM - Holds 2020 AGM
AGME,Annual General Meeting,GSM - Holds 2019 AGM
BCHA,Key Personnel Change,"GSM-Key personnel change from December 23, 2017"
EGME,Extraordinary General Meeting,GSM-Holds extra-ordinary shareholders' meeting
KQQY,Quarterly results,GSM-Q3/2017 financial statements
KQQY,Quarterly results,GSM-Interim 2017 reviewed financial statements
KQQY,Quarterly results,GSM-Q2/2017 financial statements
OTHE,Other events,GSM-Selects An Viet Auditing Company Limited as 2017 financial statements auditing firm from July 102017
AGMR,AGM Resolution,GSM-2017 AGM's resolution
AGME,Annual General Meeting,GSM-Holds 2017 AGM
BCHA,Key Personnel Change,"GSM-Appoints Mr. Nguyen Van Hieu as Board member from May 05, 2017"
KQQY,Quarterly results,GSM-Q4/2016 financial statements
KQQY,Quarterly results,GSM- Q3/2016 financial statements
BOME,BOD Meeting,"GSM-BoD's resolution dated July 22, 2016"
KQQY,Quarterly results,GSM-H1/2016 financial statements
BCHA,Key Personnel Change,GSM-Dismisses Mr. Nguyen Huy Hung from the position of Board member
KQQY,Quarterly results,GSM-Q2/2016 financial statements
BCHA,Key Personnel Change,GSM-Appoints Mr. Hoang Minh Thuan as Chairman
BCHA,Key Personnel Change,"GSM-Appoints Mr. Bui Van Minh as Head of Control Committee from June 9, 2016"
AGMR,AGM Resolution,GSM- 2016 AGM's resolution
AGME,Annual General Meeting,GSM-Holds 2016 AGM
KQQY,Quarterly results,GSM- Q1/2016 financial statements
DDINS,Director Deal: Institutional transactions,"GSM-Song Da Corporation registers to sell 1,286,650 shares"
KQCT,Final Annual Results,GSM-2015 financial statements
DDINS,Director Deal: Institutional transactions,"GSM-Song Da Corporation failed to sell out 1,457,150 shares "
DDINS,Director Deal: Institutional transactions,"GSM- Song Da Corporation registers to sell 1,457,150 shares"
DDINS,Director Deal: Institutional transactions,"GSM- Song Da Corporation sold 205,000 shares"
BOME,BOD Meeting,"GSM-BoD's resolution dated December 31, 2015"
KQQY,Quarterly results,
AGMR,AGM Resolution,
NLIS,New listing,
DIV,Cash Dividend,GSP - Pay cash dividend 2022 - Year at VND 1000/share
AGME,Annual General Meeting,GSP - Holds 2023 AGM
AIS,Additional Listing,"GSP - Lists additional 19,799,445 shares"
ISS,Share Issue,"GSP - Issues additional shares for existing shareholders at 9:5 and VND10,000/share"
DIV,Cash Dividend,"GSP - Pays Year, 2020 cash dividend at VND1500/share"
DIV,Cash Dividend,"GSP - Pays Year, 2019 cash dividend at VND1300/share"
AGME,Annual General Meeting,GSP - Holds 2020 AGM
AIS,Additional Listing,"GSP - Lists 6,000,000 additional shares"
ISS,Share Issue,GSP-Issues dividend shares at 10:2
AGME,Annual General Meeting,GSP - Holds 2019 AGM
DIV,Cash Dividend,"GSP - Pays Year, 2017 cash dividend at VND1500/share"
BOME,BOD Meeting,"GSP-BoD's resolution dated February 12, 2018"
BCHA,Key Personnel Change,"GSP-Appoints Mr. Nguyen The Dan as Head of Control Committee in replacement for Ms. Nguyen Linh Giang from January 23, 2018"
BOME,BOD Meeting,"GSP-BoD's resolution dated January 23, 2018"
BCHA,Key Personnel Change,"GSP-Key personnel change from January 11, 2018"
BOME,BOD Meeting,"GSP-BoD's resolution dated January 11, 2018"
BOME,BOD Meeting,"GSP-BoD's resolution dated December 29, 2017"
BOME,BOD Meeting,"GSP-BoD's resolution dated December 21, 2017"
BOME,BOD Meeting,"GSP-BoD's resolution dated November 24, 2017"
BOME,BOD Meeting,"GSP-BoD's resolution dated November 03, 2017"
BOME,BOD Meeting,"GSP-BoD's resolution dated July 19, 2017"
DIV,Cash Dividend,"GSP - Pays Year, 2016 cash dividend at VND1300/share"
AGME,Annual General Meeting,GSP-Holds 2017 AGM
BOME,BOD Meeting,"GSP-BoD's resolution dated March 14, 2017"
BOME,BOD Meeting,"GSP-BoD's resolution dated February 28, 2017"
BOME,BOD Meeting,"GSP-BoD's resolution dated August 22, 2016"
BCHA,Key Personnel Change,GSP-Appoints Mr. Nguyen Canh Toan as Deputy Director 
BOME,BOD Meeting,"GSP-BoD's resolution dated June 22, 2016"
DIV,Cash Dividend,"GSP-Pays 2015 cash dividend at VND1,200/share"
BOME,BOD Meeting,"GSP-BoD's resolution dated May 11, 2016"
AGMR,AGM Resolution,GSP- 2016 AGM's resolution
AGME,Annual General Meeting,GSP-Holds 2016 AGM
BOME,BOD Meeting,"GSP-BoD's resolution dated March 15, 2016"
KQQY,Quarterly results,GSP-Q4/2015 financial statements (Consolidated)
BOME,BOD Meeting,"GSP-BoD's resolution dated January 14, 2016"
BOME,BOD Meeting,"GSP-BoD's resolution dated January 12, 2016"
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
NLIS,New listing,
DIV,Cash Dividend,GTA - Pay cash dividend 2022 - Year at VND 650/share
AGME,Annual General Meeting,GTA - Holds 2023 AGM
DIV,Cash Dividend,GTA - Pay cash dividend 2021 - Year at VND 850/share
AGME,Annual General Meeting,GTA - Holds 2022 AGM
DIV,Cash Dividend,"GTA - Pays Year, 2020 cash dividend at VND1200/share"
AGME,Annual General Meeting,GTA - Holds 2021 AGM
DIV,Cash Dividend,"GTA - Pays Year, 2019 cash dividend at VND1200/share"
